term_desc,Year,Emplid,academic_organization_desc,subject,Catalog_Nbr,course_id,class_nbr,ssr_component,Primary_Component_Ind,Enrollment_Capacity,Total_Over_Capacity,Instruction_Mode_Desc,Instructor_Role
Fall,2019,4110900,Dept of Biological Sciences,PLBI,530A,162889,74770,LAB,Y,15,0.466666667,Senior Project,PI
Winter,2020,4207905,Dept of Biological Sciences,BCEM,341,102708,18681,LEC,Y,120,0.833333333,In Person,AL
Fall,2018,4183309,Dept of Biological Sciences,CMMB,528A,150499,76837,LAB,Y,1,1,Independent Study,AL
Fall,2018,10180114,Department of Geoscience,GLGY,707,122409,76223,LEC,Y,20,0.5,In Person,PI
Spring,2019,10164642,Dept of Chemistry,CHEM,353,104833,30146,LAB,N,20,1,In Person,TA
Fall,2018,0,Dept of Chemistry,CHEM,351,104832,71530,TUT,N,34,1,In Person,
Winter,2020,4299013,Dept of Biological Sciences,BCEM,393,102715,18685,LAB,N,20,1,In Person,TA
Fall,2017,0,Dept of Physics & Astronomy,MDPH,721A,161373,72477,LAB,Y,5,0.2,In Person,
Fall,2021,0,Dept of Computer Science,CPSC,449,161195,72458,TUT,N,25,1,In Person,
Fall,2019,4273891,Dept of Biological Sciences,BCEM,401,102717,70196,LEC,Y,28,0.75,In Person,AL
Winter,2018,10009906,Dept of Biological Sciences,CMMB,528B,150053,16845,LAB,Y,1,1,Independent Study,PI
Winter,2020,0,Dept of Biological Sciences,BIOL,331,103218,18720,TUT,N,27,1,In Person,
Fall,2019,4065122,Dept of Math & Stats,DATA,305,163975,74562,LEC,Y,30,0.766666667,In Person,PI
Fall,2017,10141209,Department of Geoscience,GLGY,493,162979,74757,LAB,N,20,0.5,In Person,PI
Spring,2022,10184806,Department of Geoscience,GOPH,375,122652,1377,LEC,Y,250,0.356,In Person,PI
Winter,2019,10000559,Dept of Biological Sciences,ZOOL,530B,139995,15952,LAB,Y,15,0.2,In Person,AL
Fall,2021,0,Dept of Math & Stats,MATH,265,162782,71896,LAB,N,240,0.870833333,Web-Based Instruction,
Fall,2018,10141212,Department of Geoscience,GLGY,201,122140,70655,LAB,N,18,1,In Person,PI
Winter,2020,4044067,Dept of Math & Stats,MATH,371,163988,22941,LEC,Y,30,0.833333333,In Person,PI
Fall,2017,10177299,Department of Geoscience,GLGY,571,122308,73300,LAB,N,20,1,In Person,PI
Winter,2022,0,Dept of Computer Science,CPSC,526,161621,13502,TUT,N,23,0.913043478,In Person,
Fall,2017,0,Dept of Physics & Astronomy,PHYS,369,132748,73548,LAB,N,22,1,In Person,
Fall,2021,10177616,Department of Geoscience,GOPH,509,150238,77179,LAB,Y,1,1,Independent Study,PI
Fall,2020,4239831,Dept of Biological Sciences,BIOL,530A,163277,76324,LAB,Y,1,7,Senior Project,PI
Winter,2021,0,Dept of Math & Stats,DATA,305,163975,16100,LAB,N,60,0.816666667,Web-Based Instruction,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,211,132690,71591,LAB,N,15,1,In Person,
Winter,2019,0,Dept of Chemistry,CHEM,203,104794,11246,LAB,N,20,0.95,In Person,
Fall,2017,4107195,Department of Geoscience,GLGY,510A,150511,77323,LAB,Y,2,1,Independent Study,PI
Summer,2019,0,Dept of Physics & Astronomy,PHYS,259,132717,50815,LAB,N,24,1,In Person,
Winter,2018,30048101,Dept of Math & Stats,STAT,205,162564,12578,TUT,N,30,0.966666667,In Person,PI
Winter,2019,10062161,Dept of Math & Stats,STAT,217,139102,10119,LEC,Y,354,0.983050847,In Person,PI
Fall,2020,0,Dept of Chemistry,CHEM,311,104817,73294,LAB,N,20,0.1,Blended Learning,
Fall,2017,30047542,Dept of Math & Stats,STAT,205,162564,72608,TUT,N,30,1,In Person,PI
Spring,2020,4071607,Faculty of Science,NEUR,507,161166,31463,LAB,Y,46,0.934782609,Web-Based Instruction,AL
Fall,2017,0,Dept of Physics & Astronomy,PHYS,323,132729,70805,LAB,N,22,0.090909091,In Person,
Winter,2022,10001705,Dept of Biological Sciences,CMMB,530B,106018,16538,LAB,Y,1,1,Senior Project,PI
Fall,2021,4256868,Dept of Biological Sciences,ECOL,413,108943,70305,LAB,Y,20,0.85,In Person,AL
Fall,2020,0,Dept of Biological Sciences,BIOL,315,103215,71040,LAB,N,24,1,Web-Based Instruction,
Winter,2022,30044237,Dept of Computer Science,CPSC,457,107231,12490,TUT,N,28,0.964285714,Web-Based Instruction,TA
Winter,2022,0,Dept of Math & Stats,STAT,213,139100,10046,LAB,N,30,0.9,Web-Based Instruction,
Winter,2020,10119447,Dept of Math & Stats,MATH,211,125983,19444,LAB,N,40,0.8,In Person,PI
Fall,2018,10181315,Dept of Biological Sciences,ZOOL,507,150488,76873,LAB,Y,1,1,Independent Study,PI
Fall,2018,4063448,Department of Geoscience,GLGY,305,160831,76069,TUT,N,250,1,In Person,AL
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71619,LAB,N,1,1,In Person,
Fall,2017,10140159,Dept of Computer Science,CPSC,313,107194,72894,TUT,N,25,0.96,In Person,TA
Fall,2021,10170054,Dept of Computer Science,CPSC,681,107674,76452,LEC,Y,20,0.7,Blended Learning,PI
Winter,2020,10183890,Dept of Physics & Astronomy,PHYS,611,132834,20256,LEC,Y,20,0.6,In Person,PI
Fall,2019,0,Dept of Biological Sciences,BIOL,311,103211,70226,LAB,N,25,0.88,In Person,
Fall,2018,10063313,Department of Geoscience,GLGY,201,122140,70641,LEC,Y,195,0.984615385,In Person,PI
Fall,2019,0,Dept of Biological Sciences,BIOL,435,161272,71713,LAB,N,24,0.833333333,In Person,
Winter,2018,10000379,Dept of Biological Sciences,PLBI,528B,162805,16838,LAB,Y,1,1,Independent Study,PI
Winter,2021,10029394,Dept of Math & Stats,MATH,415,163992,13562,LEC,Y,60,1.016666667,Web-Based Instruction,AL
Fall,2019,0,Dept of Physics & Astronomy,ASPH,305,163969,76299,LAB,N,90,0.877777778,In Person,
Winter,2019,0,Dept of Math & Stats,MATH,271,126002,16229,LAB,N,7,1,In Person,
Fall,2019,0,Dept of Biological Sciences,ECOL,425,108946,70409,LAB,N,24,0.958333333,In Person,
Fall,2019,4222364,Dept of Chemistry,CHEM,619,150044,76486,LEC,Y,20,0.45,In Person,PI
Spring,2019,4071607,Faculty of Science,NEUR,301,161153,30109,LAB,Y,30,0.833333333,Field School,SI
Fall,2021,10029591,Dept of Math & Stats,MATH,581,164003,73079,LEC,Y,25,0.2,In Person,PI
Winter,2021,0,Dept of Computer Science,CPSC,251,164537,15731,TUT,N,30,1,Web-Based Instruction,
Winter,2021,0,Dept of Chemistry,CHEM,203,104794,10996,LAB,N,20,0.9,Web-Based Instruction,
Winter,2022,0,Dept of Chemistry,CHEM,203,104794,10920,LAB,N,10,1,In Person,
Winter,2021,0,Dept of Math & Stats,MATH,211,125983,10796,LAB,N,54,1,Web-Based Instruction,
Spring,2022,0,Dept of Computer Science,CPSC,413,107216,1680,TUT,N,25,0.68,In Person,
Winter,2022,4092924,Department of Geoscience,GLGY,683,164112,13085,LEC,Y,2,1,In Person,PI
Fall,2021,4179965,Dept of Chemistry,CHEM,431,164365,76112,LAB,Y,19,1,In Person,PI
Fall,2017,4051504,Dept of Biological Sciences,BCEM,431,102719,70173,LEC,Y,70,0.914285714,In Person,AL
Fall,2020,30103071,Dept of Computer Science,CPSC,441,107225,71713,TUT,N,30,0.966666667,Web-Based Instruction,TA
Winter,2019,10141212,Department of Geoscience,GLGY,209,122143,14309,LEC,Y,280,0.957142857,In Person,PI
Fall,2019,4045402,Dept of Computer Science,CPSC,331,107198,70370,LEC,Y,125,0.824,In Person,PI
Winter,2018,0,Dept of Physics & Astronomy,PHYS,223,132698,10723,LAB,N,24,0.833333333,In Person,
Winter,2021,0,Dept of Math & Stats,MATH,267,162783,11992,LAB,N,67,0.985074627,Web-Based Instruction,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71608,LAB,N,9,1,In Person,
Fall,2017,959240,Dept of Biological Sciences,CMMB,528A,150499,77208,LAB,Y,1,1,Independent Study,PI
Winter,2021,10087748,Dept of Biological Sciences,CMMB,530B,106018,16050,LAB,Y,1,17,In Person,PI
Winter,2022,0,Dept of Chemistry,CHEM,203,104794,10914,LAB,N,10,1,In Person,
Winter,2019,10038101,Dept of Biological Sciences,ECOL,528B,150095,16305,LAB,Y,1,1,Independent Study,AL
Fall,2020,0,Environmental Science Program,ENSC,504A,160757,77245,LAB,Y,1,1,Web-Based Instruction,
Fall,2020,0,Dept of Chemistry,CHEM,515,104914,70243,LAB,N,9,0.666666667,Web-Based Instruction,
Winter,2018,2001700,Dept of Computer Science,CPSC,335,107201,10336,LEC,Y,50,0.66,In Person,PI
Winter,2019,4211772,Dept of Biological Sciences,BCEM,403,102718,10205,LEC,Y,48,0.729166667,In Person,AL
Winter,2022,0,Dept of Computer Science,CPSC,203,107154,15749,TUT,N,25,0.92,Web-Based Instruction,
Winter,2019,0,Dept of Chemistry,CHEM,353,104833,10269,LAB,N,20,1,In Person,
Summer,2019,4195535,Dept of Biological Sciences,CMMB,507,150052,50943,LAB,Y,1,1,Independent Study,PI
Fall,2020,4121658,Department of Geoscience,GLGY,377,122176,70489,LAB,N,16,0.875,Web-Based Instruction,PI
Summer,2018,30047856,Dept of Math & Stats,MATH,267,162783,50221,LAB,N,50,0.72,In Person,PI
Fall,2017,0,Faculty of Science,NEUR,507,161166,77018,LAB,N,1,1,Independent Study,
Winter,2020,10001705,Dept of Biological Sciences,ZOOL,528B,150489,25088,LAB,Y,1,1,Independent Study,PI
Winter,2020,10109460,Faculty of Science,NEUR,500B,161164,20895,LAB,Y,30,0.8,Independent Study,PI
Fall,2020,4207063,Dept of Math & Stats,STAT,531,139170,76357,LEC,Y,40,0.95,Web-Based Instruction,PI
Fall,2020,0,Dept of Chemistry,CHEM,201,104793,70957,LAB,N,20,1,Web-Based Instruction,
Winter,2021,0,Dept of Chemistry,CHEM,203,104794,11195,TUT,N,120,1,Web-Based Instruction,
Winter,2021,0,Department of Geoscience,GLGY,699,150234,16410,LAB,N,4,0.25,Web-Based Instruction,
Fall,2021,328189,Department of Geoscience,GLGY,381,122177,70453,LAB,N,16,1,In Person,PI
Fall,2020,10104407,Dept of Computer Science,CPSC,481,107235,70300,TUT,N,25,1,Web-Based Instruction,TA
Fall,2021,10030708,Dept of Biological Sciences,PLBI,507.01,165066,76318,LAB,Y,1,1,Directed Research,PI
Winter,2019,0,Dept of Biological Sciences,BIOL,315,103215,13919,LAB,N,24,1,In Person,
Summer,2018,10119420,Dept of Biological Sciences,CMMB,528B,150053,50871,LAB,Y,1,1,Independent Study,PI
Winter,2018,30014981,Dept of Chemistry,CHEM,471,104887,11359,LAB,N,12,1,In Person,TA
Summer,2020,954691,Faculty of Science,ENSC,504B,160758,50808,LAB,Y,1,1,Web-Based Instruction,PI
Fall,2019,0,Dept of Biological Sciences,BCEM,401,102717,70197,LAB,N,14,0.5,In Person,
Fall,2017,10037921,Dept of Computer Science,CPSC,433,107224,72492,TUT,N,26,0.730769231,In Person,TA
Fall,2020,205619,Dept of Chemistry,CHEM,209,104797,72289,TUT,N,34,0.852941176,Web-Based Instruction,PI
Fall,2018,10180600,Department of Geoscience,GOPH,351,162797,72724,LAB,N,16,1,In Person,PI
Fall,2017,0,Dept of Physics & Astronomy,MDPH,711A,161082,72476,LAB,Y,5,0.2,In Person,
Fall,2017,10159355,Dept of Computer Science,CPSC,355,161194,71415,TUT,N,25,1,In Person,TA
Winter,2018,4012525,Dept of Biological Sciences,ECOL,530B,109219,16553,LAB,Y,15,0.666666667,In Person,AL
Winter,2021,10031885,Dept of Biological Sciences,CMMB,343,105369,10237,LEC,Y,193,1,Web-Based Instruction,AL
Winter,2018,0,Dept of Chemistry,CHEM,203,104794,11627,TUT,N,104,0.932692308,In Person,
Winter,2018,10165250,Dept of Math & Stats,STAT,217,139102,10079,LAB,N,29,1,In Person,PI
Winter,2018,4195602,Dept of Physics & Astronomy,PHYS,343,132738,10782,LEC,Y,60,0.966666667,In Person,PI
Summer,2019,4063448,Department of Geoscience,GLGY,337,122167,50735,LAB,Y,11,0.818181818,Field School,AL
Fall,2019,4241864,Dept of Biological Sciences,PLBI,541,162807,72531,LAB,N,14,0.857142857,In Person,PI
Winter,2021,0,Dept of Math & Stats,STAT,505,139149,10087,TUT,N,30,0.833333333,Web-Based Instruction,
Fall,2021,0,Dept of Chemistry,CHEM,311,104817,74553,LAB,Y,19,0.473684211,In Person,
Fall,2018,0,Dept of Physics & Astronomy,PHYS,211,132690,71631,LAB,N,15,1,In Person,
Fall,2018,0,Dept of Math & Stats,MATH,267,162783,72944,LAB,N,50,0.96,In Person,
Fall,2018,10000839,Dept of Math & Stats,MATH,501,162292,76001,LEC,Y,10,0.5,In Person,PI
Fall,2021,10167991,Department of Geoscience,GLGY,201,122140,75809,LAB,N,20,0.95,In Person,PI
Fall,2019,4052594,Dept of Math & Stats,MATH,267,162783,72676,LEC,Y,150,0.993333333,In Person,PI
Fall,2021,0,Dept of Math & Stats,MATH,383,163989,73076,TUT,N,40,0.875,Web-Based Instruction,
Winter,2020,30067980,Dept of Math & Stats,STAT,217,139102,18647,LAB,N,30,1,In Person,PI
Fall,2017,0,Dept of Chemistry,CHEM,351,104832,70253,LAB,N,20,0.95,In Person,
Fall,2020,4121658,Department of Geoscience,GLGY,377,122176,70487,LEC,Y,80,0.4,Web-Based Instruction,PI
Fall,2019,0,Dept of Chemistry,CHEM,201,104793,71120,LAB,N,20,1,In Person,
Winter,2018,4195535,Dept of Biological Sciences,CMMB,528B,150053,16645,LAB,Y,1,1,Independent Study,PI
Fall,2021,10000907,Department of Geoscience,GLGY,308,163964,73051,LEC,Y,220,1,Web-Based Instruction,PI
Winter,2020,0,Dept of Chemistry,CHEM,353,104833,18776,LAB,N,20,1,In Person,
Winter,2018,0,Dept of Physics & Astronomy,PHYS,259,132717,10763,LAB,N,24,0.958333333,In Person,
Fall,2018,30028317,Dept of Math & Stats,MATH,211,125983,71030,LAB,N,46,0.97826087,In Person,TA
Winter,2018,10000628,Dept of Biological Sciences,BCEM,507,150031,17216,LAB,Y,1,1,Independent Study,AL
Winter,2020,0,Dept of Biological Sciences,PLBI,507,162804,25504,LAB,Y,3,1,Independent Study,
Summer,2019,10185430,Dept of Math & Stats,STAT,205,162564,50158,LEC,Y,90,0.744444444,In Person,PI
Fall,2019,10029394,Dept of Math & Stats,MATH,661.01,163081,75950,LEC,Y,30,0.666666667,In Person,PI
Winter,2018,4024817,Dept of Biological Sciences,CMMB,528B,150053,16819,LAB,Y,1,1,Independent Study,AL
Fall,2018,0,Dept of Math & Stats,STAT,321,162789,72651,TUT,N,30,1,In Person,
Fall,2017,0,Dept of Physics & Astronomy,PHYS,323,132729,70807,LAB,N,22,0.818181818,In Person,
Winter,2022,4253595,Dept of Biological Sciences,BIOL,315,103215,12492,LEC,Y,144,0.986111111,In Person,PI
Spring,2021,0,Dept of Math & Stats,MATH,311,126009,30052,TUT,N,50,0.98,Web-Based Instruction,
Spring,2018,30052161,Dept of Computer Science,CPSC,481,107235,30736,TUT,N,28,0.678571429,In Person,TA
Fall,2018,10141212,Department of Geoscience,GLGY,201,122140,70643,LAB,N,18,1,In Person,PI
Fall,2020,0,Dept of Physics & Astronomy,PHYS,221,132696,71429,LAB,N,8,1,Web-Based Instruction,
Winter,2022,10192117,Dept of Computer Science,ISEC,621,164142,16499,LAB,Y,25,0.64,Blended Learning,PI
Fall,2017,0,Dept of Chemistry,CHEM,559,104927,71119,TUT,N,20,0.8,In Person,
Spring,2019,10029569,Department of Geoscience,GLGY,599,160616,31183,LEC,Y,12,1,Field School,PI
Spring,2020,0,Dept of Chemistry,CHEM,353,104833,30134,TUT,N,40,0.825,Web-Based Instruction,
Winter,2018,10024451,Dept of Computer Science,SCIE,201,163532,15992,TUT,N,25,1,In Person,TA
Winter,2021,10181296,Dept of Chemistry,CHEM,701,150049,16900,LEC,Y,5,0.4,Web-Based Instruction,PI
Winter,2022,0,Dept of Chemistry,CHEM,203,104794,10913,LAB,N,10,1,In Person,
Fall,2021,10179607,Dept of Biological Sciences,CMMB,565,162111,71471,LEC,Y,17,0.235294118,Blended Learning,AL
Winter,2019,4055326,Dept of Biological Sciences,ECOL,439,108948,10412,LEC,Y,36,0.527777778,In Person,AL
Winter,2022,10001705,Dept of Biological Sciences,CMMB,528B,150053,16526,LAB,Y,1,1,Senior Project,PI
Winter,2021,10119420,Dept of Biological Sciences,ZOOL,463,139505,11454,LEC,Y,150,0.886666667,Web-Based Instruction,AL
Winter,2021,961922,Dept of Biological Sciences,CMMB,431,105375,10246,LEC,Y,80,0.8625,Web-Based Instruction,PI
Fall,2017,10009906,Dept of Biological Sciences,CMMB,528A,150499,77189,LAB,Y,1,1,Independent Study,PI
Winter,2021,0,Dept of Biological Sciences,CMMB,507,150052,16884,LAB,Y,1,9,Web-Based Instruction,
Winter,2021,0,Dept of Biological Sciences,CMMB,343,105369,10244,LAB,N,24,1,Web-Based Instruction,
Winter,2019,10024405,Dept of Physics & Astronomy,PHYS,457,132766,10795,LEC,Y,52,0.826923077,In Person,PI
Winter,2021,4062058,Dept of Math & Stats,ACSC,327,100090,10089,LEC,Y,64,0.984375,Web-Based Instruction,PI
Fall,2021,0,Dept of Chemistry,CHEM,201,104793,75710,LAB,N,10,1,Web-Based Instruction,
Winter,2018,0,Dept of Computer Science,CPSC,502.04B,160859,11250,LAB,N,5,0.2,In Person,
Winter,2019,10033293,Dept of Computer Science,CPSC,233,107165,10356,TUT,N,24,1,In Person,TA
Fall,2019,0,Dept of Physics & Astronomy,PHYS,227,160444,71774,TUT,N,120,0.766666667,In Person,
Winter,2018,4273891,Dept of Biological Sciences,CMMB,507,150052,16556,LAB,Y,18,0.944444444,In Person,AL
Winter,2020,4077196,Dept of Physics & Astronomy,PHYS,691.12,161416,19803,SEM,Y,7,1.285714286,In Person,PI
Winter,2019,10024400,Dept of Computer Science,DATA,608,164233,16410,LEC,Y,40,0.3,In Person,AL
Winter,2018,0,Dept of Biological Sciences,BIOL,401,103226,10200,TUT,N,20,1,In Person,
Fall,2018,0,Dept of Math & Stats,STAT,213,139100,70157,LAB,N,30,1,In Person,
Winter,2018,0,Dept of Chemistry,CHEM,333,104826,16375,LAB,N,20,0.2,In Person,
Winter,2020,0,Dept of Biological Sciences,BIOL,315,103215,21811,LAB,N,24,1,In Person,
Fall,2017,10107080,Dept of Computer Science,CPSC,231,107164,70348,TUT,N,25,0.92,In Person,TA
Winter,2018,0,Dept of Chemistry,CHEM,353,104833,10263,TUT,N,35,0.971428571,In Person,
Spring,2018,30042241,Dept of Math & Stats,STAT,213,139100,30352,LAB,N,32,0.9375,In Person,PI
Fall,2020,0,Dept of Biological Sciences,ZOOL,403,163530,73119,LAB,N,24,0.833333333,Blended Learning,
Fall,2018,0,Dept of Math & Stats,MATH,211,125983,71023,LAB,N,58,0.948275862,In Person,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71596,LAB,N,9,1,In Person,
Spring,2021,0,Dept of Biological Sciences,BCEM,393,102715,31208,LAB,N,20,0.15,In Person,
Fall,2020,30029860,Dept of Computer Science,CPSC,231,107164,70279,TUT,N,27,1,Web-Based Instruction,TA
Fall,2020,10182440,Dept of Computer Science,CPSC,405,164005,74559,TUT,N,25,0.84,Web-Based Instruction,TA
Fall,2021,0,Dept of Computer Science,CPSC,331,107198,76463,TUT,N,27,0.814814815,Web-Based Instruction,
Fall,2017,10169000,Dept of Computer Science,SCIE,201,163532,76293,TUT,N,25,1,In Person,TA
Winter,2021,0,Dept of Math & Stats,MATH,249,125996,10018,LAB,N,65,1,Web-Based Instruction,
Winter,2018,961922,Dept of Biological Sciences,CMMB,507,150052,16556,LAB,Y,18,0.944444444,In Person,AL
Fall,2020,205619,Dept of Chemistry,CHEM,209,104797,70881,LAB,N,20,0.95,Web-Based Instruction,PI
Fall,2017,10167991,Department of Geoscience,GLGY,493,162979,74762,LAB,N,20,1,In Person,PI
Winter,2018,4044752,Department of Geoscience,GLGY,587,162983,13538,LAB,N,20,0.7,In Person,PI
Fall,2021,4067737,Dept of Biological Sciences,BIOL,530A,163277,77092,LAB,Y,1,1,Senior Project,PI
Fall,2021,0,Dept of Biological Sciences,BIOL,241,161654,71357,LAB,N,26,1,Web-Based Instruction,
Fall,2019,4188040,Dept of Biological Sciences,ZOOL,461,139504,70829,LEC,Y,200,0.905,In Person,AL
Fall,2017,10163054,Dept of Math & Stats,MATH,211,125983,71028,LAB,N,44,0.977272727,In Person,PI
Fall,2020,999773,Faculty of Science,SCIE,311,136324,70678,LEC,Y,30,0.966666667,Web-Based Instruction,PI
Fall,2017,10145227,Dept of Biological Sciences,CMMB,507,150052,77178,LAB,Y,1,1,Independent Study,PI
Winter,2018,0,Dept of Biological Sciences,BIOL,243,161577,11944,LAB,N,24,0.75,In Person,
Fall,2017,30045910,Dept of Computer Science,CPSC,203,107154,70339,TUT,N,25,0.88,In Person,TA
Winter,2019,10177616,Department of Geoscience,GLGY,202,162255,12043,LAB,N,16,1,In Person,AL
Fall,2021,0,Dept of Computer Science,CPSC,217,160416,71480,TUT,N,26,0.961538462,Web-Based Instruction,
Spring,2022,10179843,Dept of Biological Sciences,BCEM,393,102715,1656,LEC,Y,100,0.63,In Person,AL
Fall,2018,10167991,Department of Geoscience,GLGY,493,162979,73594,LAB,N,14,1,In Person,PI
Summer,2020,4110900,Dept of Biological Sciences,BIOL,607,150034,50873,LEC,Y,1,1,Web-Based Instruction,PI
Summer,2021,10000907,Department of Geoscience,GLGY,337,122167,50284,LAB,Y,16,1.0625,Field School,AL
Winter,2021,4188040,Faculty of Science,NEUR,401,161162,11559,LAB,Y,15,1,Blended Learning,PI
Fall,2017,10136725,Dept of Chemistry,CHEM,203,104794,71315,LAB,N,20,1,In Person,TA
Fall,2021,0,Dept of Biological Sciences,BIOL,241,161654,71376,LAB,N,24,1,Web-Based Instruction,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71593,LAB,N,9,1,In Person,
Winter,2018,4124335,Dept of Chemistry,CHEM,701,150049,17350,LEC,Y,2,1,Independent Study,PI
Fall,2021,0,Dept of Chemistry,CHEM,201,104793,75708,LAB,N,20,0.95,Web-Based Instruction,
Winter,2021,0,Department of Geoscience,GLGY,333,162794,12048,LAB,N,18,0.944444444,Web-Based Instruction,
Fall,2018,0,Dept of Biological Sciences,BIOL,601.11,161699,72212,SEM,Y,50,0.34,In Person,
Winter,2018,996980,Dept of Biological Sciences,BCEM,507,150031,17303,LAB,Y,1,1,Independent Study,AL
Fall,2017,0,Dept of Physics & Astronomy,PHYS,481,160469,71475,LAB,N,40,0.675,In Person,
Winter,2022,0,Dept of Biological Sciences,BIOL,243,161577,11302,LAB,N,24,0.958333333,In Person,
Winter,2019,10140159,Dept of Computer Science,CPSC,319,161617,11955,TUT,N,29,1,In Person,TA
Winter,2019,10001255,Dept of Biological Sciences,BIOL,530B,163276,15948,LAB,Y,15,0.4,In Person,AL
Winter,2019,4025467,Dept of Biological Sciences,CMMB,343,105369,10323,LEC,Y,176,0.926136364,In Person,AL
Winter,2018,30040266,Dept of Computer Science,CPSC,449,161195,11418,TUT,N,25,0.88,In Person,TA
Winter,2019,0,Dept of Biological Sciences,BIOL,401,163752,15283,TUT,N,20,0.75,In Person,
Winter,2019,4091325,Faculty of Science,ENSC,503,117778,10558,LEC,Y,45,0.933333333,In Person,PI
Winter,2020,0,Dept of Physics & Astronomy,PHYS,259,132717,19217,LAB,N,24,1,In Person,
Fall,2020,4253590,Faculty of Science,ENSC,502A,117777,70896,LEC,Y,45,0.777777778,Web-Based Instruction,AL
Winter,2020,10103740,Dept of Math & Stats,STAT,217,139102,18636,LAB,N,30,1,In Person,PI
Winter,2019,0,Dept of Physics & Astronomy,PHYS,223,132698,11570,LAB,N,1,3,In Person,
