collectionDate,dataType,compressed,uncompressed
2016-11-14,ssl,5256902999,21938918691
2016-11-14,syslog,49493173,473906111
2016-11-14,traceroute,306046,1620507
2016-11-14,tunnel,3056576,14365669
2016-11-14,weird,673802782,2585683008
2016-11-14,x509,6876966176,52327397066
2016-11-15,communication,6244689,33919368
2016-11-15,conn,19043108323,55275787491
2016-11-15,dhcp,84344,355246
2016-11-15,dnp3,7989,21738
2016-11-15,dns,3946322982,67124186729
2016-11-15,dpd,8737480,35469848
2016-11-15,files,12810240372,44423986533
2016-11-15,ftp,6412775,43210763
2016-11-15,http,13078561383,41659739871
2016-11-15,irc,16561,59375
2016-11-15,kerberos,121215,623800
2016-11-15,loaded_scripts,17548,158152
2016-11-15,modbus,1516907,18674228
2016-11-15,mysql,6190,12785
2016-11-15,notice,3652993,27080106
2016-11-15,packet_filter,1315,1712
2016-11-15,pe,327312,1806452
2016-11-15,radius,347955,2109243
2016-11-15,rdp,11946,23068
2016-11-15,reporter,12443,58968
2016-11-15,sip,186381006,1184200100
2016-11-15,smtp,11456023,64179822
2016-11-15,snmp,10530510,39523142
2016-11-15,socks,340060,1441604
2016-11-15,software,148783124,1774014365
2016-11-15,ssh,2197288,14308911
2016-11-15,ssl,5375009766,22498943044
2016-11-15,syslog,37148114,396014193
2016-11-15,traceroute,307707,1657013
2016-11-15,tunnel,2487446,11890139
2016-11-15,weird,571714564,2148606530
2016-11-15,x509,7101702902,53614179072
2016-11-16,communication,6272061,33891308
2016-11-16,conn,19470759278,56698067224
2016-11-16,dhcp,82780,323399
2016-11-16,dnp3,7885,21722
2016-11-16,dns,4016109251,65580373211
2016-11-16,dpd,9222243,37654518
2016-11-16,files,12847040527,44449984118
2016-11-16,ftp,9597298,72647647
2016-11-16,http,12931067184,41120534346
2016-11-16,irc,16091,52549
2016-11-16,kerberos,142494,737307
2016-11-16,loaded_scripts,17547,158152
2016-11-16,modbus,1512434,18609491
2016-11-16,mysql,13405,70401
2016-11-16,notice,3599053,27058522
2016-11-16,packet_filter,1309,1712
2016-11-16,pe,302336,1683843
2016-11-16,radius,354282,2180529
2016-11-16,rdp,11470,22956
2016-11-16,reporter,11187,53295
2016-11-16,sip,263064530,1667427813
2016-11-16,smtp,13185542,75064508
2016-11-16,snmp,8867050,33402710
2016-11-16,socks,141495,640152
2016-11-16,software,149078192,1766332623
2016-11-16,ssh,2478754,17338632
2016-11-16,ssl,5386838979,22464420121
2016-11-16,syslog,35309050,384714638
2016-11-16,traceroute,306123,1647547
2016-11-16,tunnel,2806041,13524044
2016-11-16,weird,687690232,2541453714
2016-11-16,x509,7102265206,53491844079
2016-11-17,communication,6242357,33910967
2016-11-17,conn,17520255841,51091202390
2016-11-17,dhcp,89029,378745
2016-11-17,dnp3,7976,21728
2016-11-17,dns,3713236372,67789462056
2016-11-17,dpd,9406115,39185844
2016-11-17,files,12052112073,41859697653
2016-11-17,ftp,5538227,37838706
2016-11-17,http,12150291792,39347765134
2016-11-17,irc,16031,58519
2016-11-17,kerberos,145710,753627
2016-11-17,loaded_scripts,17551,158152
2016-11-17,modbus,1515319,18654591
2016-11-17,mysql,22432,162735
2016-11-17,notice,3304592,24388834
2016-11-17,packet_filter,1318,1712
2016-11-17,pe,299767,1759444
2016-11-17,radius,327826,2133787
2016-11-17,rdp,13600,27035
2016-11-17,reporter,13919,66155
2016-11-17,sip,189098955,1212260024
2016-11-17,smtp,11544501,66262231
2016-11-17,snmp,7558842,26979635
2016-11-17,socks,99549,401469
2016-11-17,software,134794727,1584934466
2016-11-17,ssh,2512498,15002972
2016-11-17,ssl,5021016374,20977387225
2016-11-17,syslog,53951522,817448097
2016-11-17,traceroute,312988,1672884
2016-11-17,tunnel,2490760,11961919
2016-11-17,weird,557026273,2086057435
2016-11-17,x509,6597385585,49890385854
2016-11-18,communication,6229222,34024432
2016-11-18,conn,15652974820,45751664325
2016-11-18,dhcp,92899,379385
2016-11-18,dnp3,7411,18390
2016-11-18,dns,3386057462,66733592526
2016-11-18,dpd,8450295,34519888
2016-11-18,files,10893926555,37800100946
2016-11-18,ftp,7013004,47224748
2016-11-18,http,10964138140,35524655181
2016-11-18,irc,17036,65680
2016-11-18,kerberos,113924,565647
2016-11-18,loaded_scripts,17553,158152
2016-11-18,modbus,1518933,18730781
2016-11-18,mysql,10935,71772
2016-11-18,notice,3007148,21580796
2016-11-18,packet_filter,1317,1712
2016-11-18,pe,380706,2446646
2016-11-18,radius,334834,2061433
2016-11-18,rdp,12995,27434
2016-11-18,reporter,15361,93491
2016-11-18,sip,130692641,829066052
2016-11-18,smtp,11600579,68437204
2016-11-18,snmp,11981760,42539801
2016-11-18,socks,59576,274328
2016-11-18,software,112320852,1302288997
2016-11-18,ssh,4106502,24443301
2016-11-18,ssl,4482965291,18889741438
2016-11-18,syslog,42159902,477531260
2016-11-18,traceroute,299506,1559010
2016-11-18,tunnel,2349864,11417936
2016-11-18,weird,432929414,1613186599
2016-11-18,x509,5955196224,45152419898
2016-11-19,communication,6044026,33870401
2016-11-19,conn,11841434251,36139331044
2016-11-19,dhcp,28038,92315
2016-11-19,dnp3,7138,15556
2016-11-19,dns,2744278405,63326809766
2016-11-19,dpd,6079671,24354083
2016-11-19,files,5401981657,17977345898
2016-11-19,ftp,4980752,37390200
2016-11-19,http,5344791058,18141828929
2016-11-19,irc,6462,19340
2016-11-19,kerberos,41660,165176
2016-11-19,loaded_scripts,17550,158152
2016-11-19,modbus,1518071,18787257
2016-11-19,mysql,13386,89199
2016-11-19,notice,2393718,17108154
2016-11-19,packet_filter,1316,1712
2016-11-19,pe,160899,872213
2016-11-19,radius,202802,1134235
2016-11-19,rdp,7776,13901
2016-11-19,reporter,24357,243693
2016-11-19,sip,312030533,2106152313
2016-11-19,smtp,7259865,45528302
2016-11-19,snmp,6459118,23347847
2016-11-19,socks,2645,4441
2016-11-19,software,37658287,400975787
2016-11-19,ssh,4376300,24101984
2016-11-19,ssl,1885530115,8110926483
2016-11-19,syslog,40890634,454756387
2016-11-19,traceroute,247962,1248600
2016-11-19,tunnel,1024416,4924943
2016-11-19,weird,190283580,717735249
2016-11-19,x509,2515815710,18892648616
2016-11-20,communication,6060457,33828754
2016-11-20,conn,11476343324,34656336112
2016-11-20,dhcp,28727,95543
2016-11-20,dnp3,6787,15111
2016-11-20,dns,2788495564,58155732514
2016-11-20,dpd,6319123,25450733
2016-11-20,files,5619710001,18705851170
2016-11-20,ftp,2026932,13677386
2016-11-20,http,5649831707,19223674057
2016-11-20,irc,6602,16569
2016-11-20,kerberos,46802,191856
2016-11-20,loaded_scripts,17549,158152
2016-11-20,modbus,835115,8731998
2016-11-20,mysql,14421,81039
2016-11-20,notice,2349261,16814788
2016-11-20,packet_filter,1314,1712
2016-11-20,pe,156726,865470
2016-11-20,radius,161237,813556
2016-11-20,rdp,10138,18744
2016-11-20,reporter,20504,162822
2016-11-20,sip,67685226,443742794
2016-11-20,smtp,5800447,33332655
2016-11-20,snmp,9634393,36164646
2016-11-20,socks,2407,4015
2016-11-20,software,41567420,455521380
2016-11-20,ssh,4453020,27277532
2016-11-20,ssl,1963786375,8458346196
2016-11-20,syslog,41270896,462209013
2016-11-20,traceroute,253490,1285318
2016-11-20,tunnel,1559365,7539712
2016-11-20,weird,276339359,1028340944
2016-11-20,x509,2631102107,19664568818
2016-11-21,communication,6261182,34110040
2016-11-21,conn,16203715550,46699295424
2016-11-21,dhcp,97848,448442
2016-11-21,dnp3,7974,24028
2016-11-21,dns,3716203546,69323228157
2016-11-21,dpd,8885401,36239911
2016-11-21,files,12741126544,44617901243
2016-11-21,ftp,1223626,9064652
2016-11-21,http,12853574975,40748848865
2016-11-21,irc,13327,43766
2016-11-21,kerberos,140372,743734
2016-11-21,loaded_scripts,17549,158152
2016-11-21,modbus,1515195,18661722
2016-11-21,mysql,23654,176503
2016-11-21,notice,2997371,21562119
2016-11-21,packet_filter,1314,1712
2016-11-21,pe,313752,1791200
2016-11-21,radius,350194,2222379
2016-11-21,rdp,66160,259391
2016-11-21,reporter,13199,65896
2016-11-21,sip,69227599,450516176
2016-11-21,smtp,15827464,90217625
2016-11-21,snmp,13985676,53481667
2016-11-21,socks,131716,584419
2016-11-21,software,148062201,1758576915
2016-11-21,ssh,4114211,26883180
2016-11-21,ssl,5522687497,23049421658
2016-11-21,syslog,44646128,485541564
2016-11-21,traceroute,315868,1652423
2016-11-21,tunnel,2251506,10732480
2016-11-21,weird,534007720,2053777659
2016-11-21,x509,7290663810,54919523241
2016-11-22,communication,6269128,34155120
2016-11-22,conn,15224998744,43628588434
2016-11-22,dhcp,119721,483301
2016-11-22,dnp3,12844,40203
2016-11-22,dns,3889174172,78439632036
2016-11-22,dpd,13750617,55794934
2016-11-22,files,12873094526,44978672799
2016-11-22,ftp,3148508,22329127
2016-11-22,http,12794291066,40718072615
2016-11-22,irc,18170,69392
2016-11-22,kerberos,140342,745597
2016-11-22,loaded_scripts,17550,158152
2016-11-22,modbus,1514552,18664327
2016-11-22,mysql,102700,793835
2016-11-22,notice,2970778,21249434
2016-11-22,packet_filter,1317,1712
2016-11-22,pe,381676,2335763
2016-11-22,radius,340373,2134614
2016-11-22,rdp,205357,927240
2016-11-22,reporter,13953,68582
2016-11-22,sip,76231114,477138166
2016-11-22,smtp,13973941,76383367
2016-11-22,snmp,11040926,42516050
2016-11-22,socks,272742,1218117
2016-11-22,software,145624667,1727883144
2016-11-22,ssh,4459089,26914483
2016-11-22,ssl,5527455067,23152516516
2016-11-22,syslog,42910939,467896966
2016-11-22,traceroute,310860,1618751
2016-11-22,tunnel,2466930,11931429
2016-11-22,weird,523371583,1962593591
2016-11-22,x509,7331438649,55008577821
2016-11-23,communication,6292934,34229682
2016-11-23,conn,15495486936,44388562414
2016-11-23,dhcp,144025,680355
2016-11-23,dnp3,18590,63419
2016-11-23,dns,3771750924,72111687339
2016-11-23,dpd,14406318,58952646
2016-11-23,files,12892011704,44901463432
2016-11-23,ftp,4548824,29039487
2016-11-23,http,12491070607,39787288706
2016-11-23,irc,19120,67113
2016-11-23,kerberos,133528,679410
2016-11-23,loaded_scripts,17550,158152
2016-11-23,modbus,1509720,18598124
2016-11-23,mysql,171717,1346785
2016-11-23,notice,2930549,21022865
2016-11-23,packet_filter,1318,1712
2016-11-23,pe,332498,1956704
2016-11-23,radius,345684,2124254
2016-11-23,rdp,12695,24811
2016-11-23,reporter,308781,7577613
2016-11-23,sip,97304804,657018718
2016-11-23,smtp,17956220,109172838
2016-11-23,snmp,8735246,32831235
2016-11-23,socks,37957,168173
2016-11-23,software,144509972,1715541413
2016-11-23,ssh,3750877,21371808
2016-11-23,ssl,5559315770,23120603703
2016-11-23,syslog,42313777,462016204
2016-11-23,traceroute,328983,1724585
2016-11-23,tunnel,3027127,14316388
2016-11-23,weird,550865629,2083094714
2016-11-23,x509,7266105706,54594839747
2016-11-24,communication,6284144,34075000
2016-11-24,conn,14845735782,42929566321
2016-11-24,dhcp,142440,613359
2016-11-24,dnp3,14641,50322
2016-11-24,dns,3771535643,72330241987
2016-11-24,dpd,11104544,44758502
2016-11-24,files,12694849187,43982159311
2016-11-24,ftp,3517067,23279417
2016-11-24,http,12616388282,40380966549
2016-11-24,irc,17508,65464
2016-11-24,kerberos,154099,800975
2016-11-24,loaded_scripts,17552,158152
2016-11-24,modbus,1516616,18702264
2016-11-24,mysql,15547,104790
2016-11-24,notice,2888316,20378184
2016-11-24,packet_filter,1318,1712
2016-11-24,pe,375888,1540687
2016-11-24,radius,368457,2313922
2016-11-24,rdp,12227,23689
2016-11-24,reporter,13747,64913
2016-11-24,sip,282556838,1776838485
2016-11-24,smtp,14246184,75702334
2016-11-24,snmp,7358479,26018888
2016-11-24,socks,127133,502331
2016-11-24,software,142925914,1722413116
2016-11-24,ssh,4232226,27396075
2016-11-24,ssl,5285811405,22165585052
2016-11-24,syslog,46866319,508335769
2016-11-24,traceroute,324279,1718774
2016-11-24,tunnel,2138290,10280393
2016-11-24,weird,508062534,1923565713
2016-11-24,x509,6972808774,52411519632
2016-11-25,communication,6201674,34096406
2016-11-25,conn,13284308689,38695956043
2016-11-25,dhcp,142939,610066
2016-11-25,dnp3,12857,40447
2016-11-25,dns,3472961931,67654131237
2016-11-25,dpd,12788209,51606538
2016-11-25,files,11144170081,38196052763
2016-11-25,ftp,3000859,20678558
2016-11-25,http,11248665612,36526971037
2016-11-25,irc,16536,60864
2016-11-25,kerberos,127852,637257
2016-11-25,loaded_scripts,17550,158152
2016-11-25,modbus,1330483,15979715
2016-11-25,mysql,113421,913780
2016-11-25,notice,2796941,19952360
2016-11-25,packet_filter,1319,1712
2016-11-25,pe,263791,1476995
2016-11-25,radius,337475,2094424
2016-11-25,rdp,497543,2300245
2016-11-25,reporter,15121,67792
2016-11-25,sip,172116211,1114316367
2016-11-25,smtp,12180980,67660912
2016-11-25,snmp,10710566,38277612
2016-11-25,socks,4820,14538
2016-11-25,software,108556727,1301499071
2016-11-25,ssh,2973888,18277579
2016-11-25,ssl,4480569284,18903144864
2016-11-25,syslog,53183545,567958591
2016-11-25,traceroute,307035,1605803
2016-11-25,tunnel,1470062,7108169
2016-11-25,weird,414005694,1547731370
2016-11-25,x509,5946334593,44801295550
2016-11-26,communication,6052997,33840868
2016-11-26,conn,11094734186,33357191218
2016-11-26,dhcp,100697,448897
2016-11-26,dnp3,10927,31529
2016-11-26,dns,2785427907,65113605172
2016-11-26,dpd,7854061,31676242
2016-11-26,files,5741960030,19258011239
2016-11-26,ftp,9732167,65814918
2016-11-26,http,5614397374,19091673054
2016-11-26,irc,6527,14048
2016-11-26,kerberos,70389,314035
2016-11-26,loaded_scripts,17544,158152
2016-11-26,modbus,1309713,15752575
2016-11-26,mysql,23166,334815
2016-11-26,notice,2069379,14536712
2016-11-26,packet_filter,1314,1712
2016-11-26,pe,116432,591327
2016-11-26,radius,169938,895762
2016-11-26,rdp,145281,648955
2016-11-26,reporter,12612,57590
2016-11-26,sip,73849477,482098952
2016-11-26,smtp,6744467,41503657
2016-11-26,snmp,11086749,44095598
2016-11-26,socks,3207,7854
2016-11-26,software,35885616,384543258
2016-11-26,ssh,10694308,71396738
2016-11-26,ssl,1981547712,8567754727
2016-11-26,syslog,53246980,569724558
2016-11-26,traceroute,235047,1188100
2016-11-26,tunnel,639093,2974842
2016-11-26,weird,197153209,750055151
2016-11-26,x509,2606789345,19649319356
2016-11-27,communication,5280400,29771997
2016-11-27,conn,10013299401,30047262058
2016-11-27,dhcp,51000,194452
2016-11-27,dnp3,10450,32617
2016-11-27,dns,2612629301,64685126656
2016-11-27,dpd,7150431,28678164
2016-11-27,files,4882395219,16314627942
2016-11-27,ftp,1303217,8195626
2016-11-27,http,4798129686,16304698768
2016-11-27,irc,7034,19048
2016-11-27,kerberos,56028,245038
2016-11-27,loaded_scripts,15358,138383
2016-11-27,modbus,566674,5222438
2016-11-27,mysql,5146,24682
2016-11-27,notice,1736174,12135125
2016-11-27,packet_filter,1153,1498
2016-11-27,pe,96044,493859
2016-11-27,radius,133205,660551
2016-11-27,rdp,61784,244889
2016-11-27,reporter,13324,84839
2016-11-27,sip,56238014,356742839
2016-11-27,smtp,6270278,34632918
2016-11-27,snmp,6173407,21554518
2016-11-27,socks,7004,22858
2016-11-27,software,33108623,355568099
2016-11-27,ssh,2315534,14905390
2016-11-27,ssl,1727582504,7442811356
2016-11-27,stderr,4982,27060
2016-11-27,stdout,1620,2820
2016-11-27,syslog,44662878,477218397
2016-11-27,traceroute,217217,1084712
2016-11-27,tunnel,590585,2780508
2016-11-27,weird,180725356,690992647
2016-11-27,x509,2271403920,17224685811
2016-11-28,communication,6329841,34250946
2016-11-28,conn,17150087701,49199561632
2016-11-28,dhcp,174577,939066
2016-11-28,dnp3,10337,33917
2016-11-28,dns,4060715310,72995613567
2016-11-28,dpd,11012415,44155067
2016-11-28,files,13081775300,45432670890
2016-11-28,ftp,5019745,34560812
2016-11-28,http,13126316746,41762742523
2016-11-28,irc,14234,47462
2016-11-28,kerberos,141447,714268
2016-11-28,loaded_scripts,17554,158152
2016-11-28,modbus,1511722,18624092
2016-11-28,mysql,11177,59389
2016-11-28,notice,2676417,18789223
2016-11-28,packet_filter,1319,1712
2016-11-28,pe,282096,1564592
2016-11-28,radius,336212,2036330
2016-11-28,rdp,73774,281151
2016-11-28,reporter,54239,1014572
2016-11-28,sip,111231319,721269193
2016-11-28,smtp,17489178,95193179
2016-11-28,snmp,12633239,47458046
2016-11-28,socks,207138,870202
2016-11-28,software,152655572,1853997836
2016-11-28,ssh,2906261,17814960
2016-11-28,ssl,5629252016,23334031599
2016-11-28,syslog,56624198,597846997
2016-11-28,traceroute,331397,1703423
2016-11-28,tunnel,2435163,11601857
2016-11-28,weird,707088284,2637610081
2016-11-28,x509,7367377722,55163228182
2016-11-29,communication,6304161,34298271
2016-11-29,conn,16836738513,48327426447
2016-11-29,dhcp,101131,409899
2016-11-29,dnp3,13994,45248
2016-11-29,dns,4152206432,81352316357
2016-11-29,dpd,11438846,46084757
2016-11-29,files,12934022693,45104291307
2016-11-29,ftp,4416020,30427015
2016-11-29,http,13238039712,42013725077
2016-11-29,irc,14903,50436
2016-11-29,kerberos,118907,581207
2016-11-29,loaded_scripts,17551,158152
2016-11-29,modbus,1512309,18628722
2016-11-29,mysql,557944,5160409
2016-11-29,notice,2802035,19463760
2016-11-29,packet_filter,1318,1712
2016-11-29,pe,1856061,4965796
2016-11-29,radius,337202,2040741
2016-11-29,rdp,67588,255424
2016-11-29,reporter,333233,7237899
2016-11-29,sip,149178433,938750520
2016-11-29,smtp,12943487,69283303
2016-11-29,snmp,13491600,51510902
2016-11-29,socks,187262,785872
2016-11-29,software,143528341,1718981910
2016-11-29,ssh,4228705,31477267
2016-11-29,ssl,5574701942,23225499595
2016-11-29,syslog,58020712,605961609
2016-11-29,traceroute,325271,1678484
2016-11-29,tunnel,2263401,10853683
2016-11-29,weird,677649957,2521905428
2016-11-29,x509,7331057686,54769595259
2016-11-30,communication,6301470,34250043
2016-11-30,conn,17455910388,50182889362
2016-11-30,dhcp,92925,375167
2016-11-30,dnp3,12212,40762
2016-11-30,dns,4181248444,81052120889
2016-11-30,dpd,11485096,46054121
2016-11-30,files,12884185546,45249087494
2016-11-30,ftp,4154412,28758181
2016-11-30,http,12875466571,40880310603
2016-11-30,irc,15690,59774
2016-11-30,kerberos,122799,617047
2016-11-30,loaded_scripts,17546,158152
2016-11-30,modbus,1512368,18638668
2016-11-30,mysql,230992,1935321
2016-11-30,notice,2758597,19268380
2016-11-30,packet_filter,1315,1712
2016-11-30,pe,283313,1562634
2016-11-30,radius,389346,2465020
2016-11-30,rdp,247360,1138257
2016-11-30,reporter,14638,63239
2016-11-30,sip,113990308,739077601
2016-11-30,smtp,15477483,83427682
2016-11-30,snmp,5206492,18600407
2016-11-30,socks,357713,1559899
2016-11-30,software,142612320,1690536865
2016-11-30,ssh,2822567,18781330
2016-11-30,ssl,5627205680,23536853480
2016-11-30,syslog,51254409,545335683
2016-11-30,traceroute,343733,1787052
2016-11-30,tunnel,3626083,16770937
2016-11-30,weird,658407114,2457144690
2016-11-30,x509,7406600424,55657328407
2016-12-01,communication,6275469,34195904
2016-12-01,conn,16569137261,47953030223
2016-12-01,dhcp,114692,479203
2016-12-01,dnp3,9875,31059
2016-12-01,dns,3841400441,67798201274
2016-12-01,dpd,9684707,39296959
2016-12-01,files,12056419454,42355100285
2016-12-01,ftp,7737650,51238813
2016-12-01,http,11748073594,37423250572
2016-12-01,irc,15752,57590
2016-12-01,kerberos,124666,626033
2016-12-01,loaded_scripts,17547,158152
2016-12-01,modbus,1517571,18699106
2016-12-01,mysql,5904,15819
2016-12-01,notice,2817392,19541765
2016-12-01,packet_filter,1313,1712
2016-12-01,pe,251552,1395193
2016-12-01,radius,362941,2264767
2016-12-01,rdp,920276,4404298
2016-12-01,reporter,13239,60576
2016-12-01,sip,79539777,516852910
2016-12-01,smtp,19344136,108063527
2016-12-01,snmp,8256790,31182174
2016-12-01,socks,16814,61150
2016-12-01,software,126604125,1485715472
2016-12-01,ssh,48236507,257905070
2016-12-01,ssl,5235962810,22013859298
2016-12-01,syslog,42736645,463482653
2016-12-01,traceroute,318902,1663040
2016-12-01,tunnel,1696069,8128734
2016-12-01,weird,536777076,2005504436
2016-12-01,x509,6897581664,51991363480
2016-12-02,communication,5445869,29984429
2016-12-02,conn,13187678851,38227529410
2016-12-02,dhcp,82501,361295
2016-12-02,dnp3,8282,23517
2016-12-02,dns,3095637949,52048321281
2016-12-02,dpd,7125119,28767675
2016-12-02,files,9100955810,31768094582
2016-12-02,ftp,19187652,123797227
2016-12-02,http,8987938999,29089670865
2016-12-02,irc,10426,27561
2016-12-02,kerberos,92813,453258
2016-12-02,loaded_scripts,15351,138383
2016-12-02,modbus,1326348,16347494
2016-12-02,mysql,18802,120765
2016-12-02,notice,2242513,15734604
2016-12-02,packet_filter,1147,1498
2016-12-02,pe,198282,1090824
2016-12-02,radius,253085,1453394
2016-12-02,rdp,436591,2032533
2016-12-02,reporter,12540,81235
2016-12-02,sip,55566522,367088934
2016-12-02,smtp,11119464,62500240
2016-12-02,snmp,5226560,18760625
2016-12-02,socks,2940,5020
2016-12-02,software,91680058,1064650538
2016-12-02,ssh,5077405,36307539
2016-12-02,ssl,3836390170,16187920060
2016-12-02,stderr,4999,27091
2016-12-02,stdout,1620,2820
2016-12-02,syslog,37176404,406686029
2016-12-02,traceroute,268599,1405964
2016-12-02,tunnel,1635019,7902224
2016-12-02,weird,461339111,1712908736
2016-12-02,x509,5097181962,38525523945
2016-12-03,communication,6071932,33896286
2016-12-03,conn,11504498922,34437653553
2016-12-03,dhcp,35845,127766
2016-12-03,dnp3,12550,41202
2016-12-03,dns,3047393988,56497779351
2016-12-03,dpd,7626628,31329479
2016-12-03,files,5914516487,19835013643
2016-12-03,ftp,18268793,122916512
2016-12-03,http,5879109947,20012476622
2016-12-03,irc,11900,35651
2016-12-03,kerberos,52337,216821
2016-12-03,loaded_scripts,17543,158152
2016-12-03,modbus,1517692,18800562
2016-12-03,mysql,9257,33987
2016-12-03,notice,2089605,14768139
2016-12-03,packet_filter,1311,1712
2016-12-03,pe,113437,585727
2016-12-03,radius,184344,951904
2016-12-03,rdp,79503,309598
2016-12-03,reporter,12325,51306
2016-12-03,sip,228754648,1451806935
2016-12-03,smtp,6093432,36050720
2016-12-03,snmp,6042996,21807298
2016-12-03,socks,1811,5356
2016-12-03,software,40779911,446812123
2016-12-03,ssh,160273049,790225243
2016-12-03,ssl,2105597480,9097268022
2016-12-03,syslog,73808934,1282466768
2016-12-03,traceroute,261497,1350869
2016-12-03,tunnel,818664,3891920
2016-12-03,weird,311828724,1165035572
2016-12-03,x509,2823430039,21080733999
2016-12-04,communication,6081815,33941278
2016-12-04,conn,11604307577,34606796308
2016-12-04,dhcp,43481,160855
2016-12-04,dnp3,12165,33525
2016-12-04,dns,3089036737,60069700893
2016-12-04,dpd,7015299,28326469
2016-12-04,files,6305137482,21138717792
2016-12-04,ftp,13082493,90179671
2016-12-04,http,6285357945,21461793252
2016-12-04,irc,10493,33568
2016-12-04,kerberos,63255,281212
2016-12-04,loaded_scripts,17540,158152
2016-12-04,modbus,1478537,18222098
2016-12-04,mysql,9844,45965
2016-12-04,notice,2043123,14347654
2016-12-04,packet_filter,1315,1712
2016-12-04,pe,128384,678926
2016-12-04,radius,158955,770090
2016-12-04,rdp,185442,772732
2016-12-04,reporter,12286,58025
2016-12-04,sip,112844764,743921166
2016-12-04,smtp,6098424,32223884
2016-12-04,snmp,8174475,29279141
2016-12-04,socks,2326,3887
2016-12-04,software,45622923,516405331
2016-12-04,ssh,46843571,252409630
2016-12-04,ssl,2211040843,9540971439
2016-12-04,syslog,52840141,563643114
2016-12-04,traceroute,266807,1387166
2016-12-04,tunnel,1548272,8002710
2016-12-04,weird,320528528,1222551648
2016-12-04,x509,2946216097,22005438924
2016-12-05,communication,6312999,34234845
2016-12-05,conn,16827868572,48328974780
2016-12-05,dhcp,129334,590102
2016-12-05,dnp3,14091,45381
2016-12-05,dns,3844480887,62087495721
2016-12-05,dpd,10050527,40830097
2016-12-05,files,12748267507,44779214754
2016-12-05,ftp,12708176,88526665
2016-12-05,http,12812313296,40925647381
2016-12-05,irc,13189,35651
2016-12-05,kerberos,123732,639059
2016-12-05,loaded_scripts,17547,158152
2016-12-05,modbus,1494631,18416172
2016-12-05,mysql,38592,276817
2016-12-05,notice,2760945,19399286
2016-12-05,packet_filter,1317,1712
2016-12-05,pe,228079,1234115
2016-12-05,radius,300819,1768509
2016-12-05,rdp,131927,533488
2016-12-05,reporter,12976,62975
2016-12-05,sip,164558386,1030546756
2016-12-05,smtp,13181816,72343625
2016-12-05,snmp,15785966,61862364
2016-12-05,socks,13968,45531
2016-12-05,software,138981625,1646476982
2016-12-05,ssh,25702328,179428839
2016-12-05,ssl,5521195257,23005120227
2016-12-05,syslog,57880466,591126608
2016-12-05,traceroute,314725,1639209
2016-12-05,tunnel,2270964,11010422
2016-12-05,weird,652003263,2461058076
2016-12-05,x509,7197962831,54140787384
2016-12-06,communication,6302552,34207330
2016-12-06,conn,16788809750,48252440757
2016-12-06,dhcp,108067,443336
2016-12-06,dnp3,12761,35275
2016-12-06,dns,3919638802,68806586048
2016-12-06,dpd,10372771,42434821
2016-12-06,files,12881511398,44993055720
2016-12-06,ftp,16854337,119452292
2016-12-06,http,13003043418,41532639180
2016-12-06,irc,16264,68438
2016-12-06,kerberos,117213,591574
2016-12-06,loaded_scripts,17545,158152
2016-12-06,modbus,1503031,18503459
2016-12-06,mysql,10299,56055
2016-12-06,notice,2849949,20044853
2016-12-06,packet_filter,1311,1712
2016-12-06,pe,263674,1524480
2016-12-06,radius,316062,1894008
2016-12-06,rdp,58836,219919
2016-12-06,reporter,13659,63442
2016-12-06,sip,137280774,863114012
2016-12-06,smtp,12319885,63722878
2016-12-06,snmp,12731102,47291890
2016-12-06,socks,252523,1022668
2016-12-06,software,137582781,1642588506
2016-12-06,ssh,120265181,665396445
2016-12-06,ssl,5498345853,22930926576
2016-12-06,syslog,64652966,644172647
2016-12-06,traceroute,327781,1722108
2016-12-06,tunnel,2257938,10796872
2016-12-06,weird,638024320,2409040024
2016-12-06,x509,7179122205,53816970618
2016-12-07,communication,6313951,34128765
2016-12-07,conn,17141985285,49373780541
2016-12-07,dhcp,103383,422192
2016-12-07,dnp3,22251,143693
2016-12-07,dns,3879719467,65703279521
2016-12-07,dpd,9187454,37538932
2016-12-07,files,12552038638,43823136188
2016-12-07,ftp,21073232,161407216
2016-12-07,http,12651552264,40534584952
2016-12-07,irc,15481,55007
2016-12-07,kerberos,114188,579499
2016-12-07,loaded_scripts,17553,158152
2016-12-07,modbus,1512580,18579933
2016-12-07,mysql,43178,274508
2016-12-07,notice,2883624,20280243
2016-12-07,packet_filter,1316,1712
2016-12-07,pe,354555,2625424
2016-12-07,radius,300826,1803810
2016-12-07,rdp,14275,29791
2016-12-07,reporter,12846,57149
2016-12-07,sip,100865708,663000931
2016-12-07,smtp,17398743,88347561
2016-12-07,snmp,5396789,19371366
2016-12-07,socks,122999,497091
2016-12-07,software,133993702,1579080367
2016-12-07,ssh,25260584,142189710
2016-12-07,ssl,5394467637,22444411233
2016-12-07,syslog,63124527,648442175
2016-12-07,traceroute,313016,1652245
2016-12-07,tunnel,3928029,16675866
2016-12-07,weird,634566869,2424143472
2016-12-07,x509,7032485908,52702594605
2016-12-08,communication,6262054,33964896
2016-12-08,conn,16984523333,49142227431
2016-12-08,dhcp,138443,604623
2016-12-08,dnp3,31368,256836
2016-12-08,dns,3898075211,70727621612
2016-12-08,dpd,9381855,38273352
2016-12-08,files,12041474889,42242288539
2016-12-08,ftp,19928617,158262800
