collectionDate,dataType,compressed,uncompressed
2019-01-26,dns,1411593882,7935061266
2019-01-26,dpd,1782141,6712277
2019-01-26,files,3293753632,12716416029
2019-01-26,ftp,2471155,17519856
2019-01-26,http,1329510648,4833007280
2019-01-26,irc,4513,10616
2019-01-26,kerberos,32024460,184874590
2019-01-26,loaded_scripts,21508,208096
2019-01-26,modbus,1151348,13116062
2019-01-26,mysql,107398721,891599869
2019-01-26,notice,2330212,15481855
2019-01-26,ntlm,9858152,39091935
2019-01-26,packet_filter,1316,1712
2019-01-26,pe,109711,571821
2019-01-26,radius,367940,1703472
2019-01-26,rdp,4032172,18652304
2019-01-26,reporter,172946,7583894
2019-01-26,rfb,1963343,7907719
2019-01-26,sip,187625363,1212485477
2019-01-26,smtp,988432,4131020
2019-01-26,snmp,39038979,137844014
2019-01-26,socks,20037,49529
2019-01-26,software,10460668,63276738
2019-01-26,ssh,110782746,506086787
2019-01-26,ssl,2206866957,9112624251
2019-01-26,stderr,6695,41930
2019-01-26,stdout,2700,4700
2019-01-26,syslog,140490470,1200932350
2019-01-26,traceroute,163810,713812
2019-01-26,tunnel,134198,591045
2019-01-26,weird,409553674,1491668425
2019-01-26,x509,3296880840,21753816353
2019-01-27,communication,5690515,32863522
2019-01-27,conn,15997902796,53058472210
2019-01-27,dce_rpc,54391404,278012589
2019-01-27,dhcp,33490064,108072410
2019-01-27,dnp3,35069,332883
2019-01-27,dns,1649670003,10500342766
2019-01-27,dpd,1771907,6546716
2019-01-27,files,3396645485,13110405894
2019-01-27,ftp,464912,2935991
2019-01-27,http,1321462177,4764473934
2019-01-27,irc,5095,12976
2019-01-27,kerberos,27433699,156890954
2019-01-27,loaded_scripts,21512,208096
2019-01-27,modbus,1151210,13112215
2019-01-27,mysql,104435874,838388645
2019-01-27,notice,2282840,15094457
2019-01-27,ntlm,9836463,38756531
2019-01-27,packet_filter,1316,1712
2019-01-27,pe,107167,553503
2019-01-27,radius,324378,1476176
2019-01-27,rdp,7684200,35961058
2019-01-27,reporter,132937,4769464
2019-01-27,rfb,2745524,10994533
2019-01-27,sip,167473408,1097250460
2019-01-27,smtp,901960,3968823
2019-01-27,snmp,33727246,116222917
2019-01-27,socks,17527,45955
2019-01-27,software,11050572,66789448
2019-01-27,ssh,111282508,506704736
2019-01-27,ssl,2305010159,9434627540
2019-01-27,stderr,6689,41927
2019-01-27,stdout,2700,4700
2019-01-27,syslog,142338026,1224053396
2019-01-27,traceroute,173425,758721
2019-01-27,tunnel,168334,776752
2019-01-27,weird,457207520,1694056675
2019-01-27,x509,3438727413,22586157866
2019-01-28,communication,5724966,33154429
2019-01-28,conn,20735534919,62842034784
2019-01-28,dce_rpc,44024316,220047044
2019-01-28,dhcp,68414111,211766642
2019-01-28,dnp3,31818,297036
2019-01-28,dns,1950670000,8936653084
2019-01-28,dpd,2065838,7918661
2019-01-28,files,5194599335,20238755193
2019-01-28,ftp,2843746,24513065
2019-01-28,http,2045656364,6946294197
2019-01-28,irc,7115,20742
2019-01-28,kerberos,35253300,193455582
2019-01-28,loaded_scripts,21505,208096
2019-01-28,modbus,1071419,11847502
2019-01-28,mysql,74359809,581047891
2019-01-28,notice,2874710,19066449
2019-01-28,ntlm,8114340,31537972
2019-01-28,packet_filter,1315,1712
2019-01-28,pe,367922,1241335
2019-01-28,radius,652093,3389861
2019-01-28,rdp,6149369,28494163
2019-01-28,reporter,95166,4279442
2019-01-28,rfb,2933294,11735026
2019-01-28,sip,312906905,2070956750
2019-01-28,smtp,1097315,4696112
2019-01-28,snmp,43235956,147689633
2019-01-28,socks,171336,743350
2019-01-28,software,24925910,162607745
2019-01-28,ssh,119676745,540244174
2019-01-28,ssl,4779611283,17671304421
2019-01-28,stderr,6703,41936
2019-01-28,stdout,2700,4700
2019-01-28,syslog,237639891,1920362842
2019-01-28,traceroute,218445,960766
2019-01-28,tunnel,179914,819945
2019-01-28,weird,1568665388,6507138794
2019-01-28,x509,5524638002,35711410087
2019-01-29,communication,5751687,33090284
2019-01-29,conn,20428042089,62253292414
2019-01-29,dce_rpc,48576268,244939420
2019-01-29,dhcp,70757332,220138461
2019-01-29,dnp3,32179,303567
2019-01-29,dns,1902039856,8647448986
2019-01-29,dpd,2179621,8287019
2019-01-29,files,5492170589,21425662925
2019-01-29,ftp,2759360,31021629
2019-01-29,http,2176281307,7513249072
2019-01-29,irc,6356,17579
2019-01-29,kerberos,37960637,209530667
2019-01-29,loaded_scripts,21505,208096
2019-01-29,modbus,1095570,12200736
2019-01-29,mysql,74163865,592477308
2019-01-29,notice,2962603,19530965
2019-01-29,ntlm,8585614,33477463
2019-01-29,packet_filter,1310,1712
2019-01-29,pe,145744,782263
2019-01-29,radius,665830,3489174
2019-01-29,rdp,4921958,22249359
2019-01-29,reporter,57877,2445981
2019-01-29,rfb,2210691,8824651
2019-01-29,sip,253834012,1642230450
2019-01-29,smtp,1251185,5167154
2019-01-29,snmp,41947754,144993236
2019-01-29,socks,153914,659742
2019-01-29,software,24678861,160955175
2019-01-29,ssh,117898328,538234584
2019-01-29,ssl,4803240513,18000701621
2019-01-29,stderr,6377,40130
2019-01-29,stdout,2592,4512
2019-01-29,syslog,245978348,1986688162
2019-01-29,traceroute,229044,1028247
2019-01-29,tunnel,209706,985391
2019-01-29,weird,1434361447,5895674210
2019-01-29,x509,5843468231,37838282623
2019-01-30,communication,5731422,33122287
2019-01-30,conn,20544897824,61993795326
2019-01-30,dce_rpc,48497906,242657196
2019-01-30,dhcp,71175906,221318207
2019-01-30,dnp3,32463,301715
2019-01-30,dns,2010162476,10146383771
2019-01-30,dpd,2073853,7879565
2019-01-30,files,5485482567,21402372505
2019-01-30,ftp,637959,5444884
2019-01-30,http,2201709362,7585181170
2019-01-30,irc,32953,334538
2019-01-30,kerberos,33519906,183697918
2019-01-30,loaded_scripts,21504,208096
2019-01-30,modbus,1086141,12059959
2019-01-30,mysql,68441930,538169628
2019-01-30,notice,3151942,20719352
2019-01-30,ntlm,8141424,31647040
2019-01-30,packet_filter,1312,1712
2019-01-30,pe,341943,1364509
2019-01-30,radius,665975,3426974
2019-01-30,rdp,2115703,9376738
2019-01-30,reporter,31246,712696
2019-01-30,rfb,2599600,10168632
2019-01-30,sip,172837158,1119336952
2019-01-30,smtp,1385929,6468213
2019-01-30,snmp,33589828,114156781
2019-01-30,socks,164361,706710
2019-01-30,software,25196593,164092016
2019-01-30,ssh,117931960,525130958
2019-01-30,ssl,4906545596,18288905040
2019-01-30,stderr,7035,43746
2019-01-30,stdout,2808,4888
2019-01-30,syslog,242895515,1944424918
2019-01-30,traceroute,233353,1036144
2019-01-30,tunnel,236818,1079295
2019-01-30,weird,1515542832,6225520395
2019-01-30,x509,5834003522,37804774173
2019-01-31,communication,5717932,33114453
2019-01-31,conn,20421575502,61952190612
2019-01-31,dce_rpc,50874439,258614695
2019-01-31,dhcp,71106381,220422827
2019-01-31,dnp3,32086,305700
2019-01-31,dns,1960920410,9671023251
2019-01-31,dpd,2025954,7712233
2019-01-31,files,5534339580,21628923512
2019-01-31,ftp,1406811,9135344
2019-01-31,http,2237072667,7721811965
2019-01-31,irc,6874,20532
2019-01-31,kerberos,39231562,216671857
2019-01-31,loaded_scripts,21504,208096
2019-01-31,modbus,1088722,12102209
2019-01-31,mysql,72586476,572952111
2019-01-31,notice,2896533,19210169
2019-01-31,ntlm,7997444,31036629
2019-01-31,packet_filter,1315,1712
2019-01-31,pe,171310,919988
2019-01-31,radius,691129,3569433
2019-01-31,rdp,2476595,10902307
2019-01-31,reporter,105314,4561768
2019-01-31,rfb,620065,2429581
2019-01-31,sip,188249402,1221214466
2019-01-31,smtp,1373002,6146550
2019-01-31,snmp,31149164,106235908
2019-01-31,socks,166800,718386
2019-01-31,software,25354549,165652806
2019-01-31,ssh,86181532,383444306
2019-01-31,ssl,4915700004,18344385890
2019-01-31,stderr,6382,40130
2019-01-31,stdout,2592,4512
2019-01-31,syslog,239472063,1922086410
2019-01-31,traceroute,223362,995221
2019-01-31,tunnel,215536,996279
2019-01-31,weird,1476991179,6110944050
2019-01-31,x509,5876769005,38203073176
2019-02-01,communication,5779583,33149199
2019-02-01,conn,21702769547,67526542991
2019-02-01,dce_rpc,51397039,261367694
2019-02-01,dhcp,66455505,210412695
2019-02-01,dnp3,32322,305933
2019-02-01,dns,1936412115,9998879485
2019-02-01,dpd,2057313,7714186
2019-02-01,files,5317549565,20621671927
2019-02-01,ftp,1875459,12822273
2019-02-01,http,2117584950,7343457475
2019-02-01,irc,6982,19423
2019-02-01,kerberos,38845727,215530086
2019-02-01,loaded_scripts,21504,208096
2019-02-01,modbus,1104078,12329290
2019-02-01,mysql,72694466,595152419
2019-02-01,notice,2871290,19192622
2019-02-01,ntlm,8727998,34035075
2019-02-01,packet_filter,1310,1712
2019-02-01,pe,326385,1113952
2019-02-01,radius,684170,3535244
2019-02-01,rdp,28238856,115471676
2019-02-01,reporter,73134,2794622
2019-02-01,rfb,1238444,4897254
2019-02-01,sip,259556357,1657019277
2019-02-01,smtp,1264892,5380495
2019-02-01,snmp,32184040,110664919
2019-02-01,socks,160726,713576
2019-02-01,software,22568530,145536487
2019-02-01,ssh,122000916,545870504
2019-02-01,ssl,4530091000,16962213515
2019-02-01,stderr,6373,40129
2019-02-01,stdout,2592,4512
2019-02-01,syslog,229378078,1855272555
2019-02-01,traceroute,200785,896145
2019-02-01,tunnel,308881,1370438
2019-02-01,weird,1276212516,5231617552
2019-02-01,x509,5571473442,35949653792
2019-02-02,communication,5703953,32948597
2019-02-02,conn,18329937829,61185021278
2019-02-02,dce_rpc,59697518,312217867
2019-02-02,dhcp,35880009,115703938
2019-02-02,dnp3,34686,333023
2019-02-02,dns,1544907546,8181671789
2019-02-02,dpd,1786832,6614630
2019-02-02,files,3589444317,13679504616
2019-02-02,ftp,5415735,38081577
2019-02-02,http,1468666476,5534592986
2019-02-02,irc,8140,22470
2019-02-02,kerberos,29132332,167201727
2019-02-02,loaded_scripts,21498,208096
2019-02-02,modbus,1166837,13294142
2019-02-02,mysql,111846231,931342212
2019-02-02,notice,2414660,15868498
2019-02-02,ntlm,9893978,39104105
2019-02-02,packet_filter,1300,1712
2019-02-02,pe,87662,426926
2019-02-02,radius,393909,1908718
2019-02-02,rdp,37616725,154251941
2019-02-02,reporter,191013,9685144
2019-02-02,rfb,1973533,7742385
2019-02-02,sip,247088226,1591519458
2019-02-02,smtp,971119,3837203
2019-02-02,snmp,28289775,98484502
2019-02-02,socks,105886,442019
2019-02-02,software,10737534,65772807
2019-02-02,ssh,240688411,1010333047
2019-02-02,ssl,2411875426,9896813119
2019-02-02,stderr,6360,40122
2019-02-02,stdout,2592,4512
2019-02-02,syslog,142969315,1213906414
2019-02-02,traceroute,151139,686444
2019-02-02,tunnel,211504,908094
2019-02-02,weird,484973843,1810081016
2019-02-02,x509,3563429848,23260395188
2019-02-03,communication,5737642,33048627
2019-02-03,conn,21747084551,74301937297
2019-02-03,dce_rpc,58540102,303984943
2019-02-03,dhcp,33677770,108257651
2019-02-03,dnp3,34390,332974
2019-02-03,dns,1590684729,8532183719
2019-02-03,dpd,1738681,6512536
2019-02-03,files,3594129900,13868584699
2019-02-03,ftp,7622042,53616546
2019-02-03,http,1325069858,4911470917
2019-02-03,irc,4479,13029
2019-02-03,kerberos,28974036,166553941
2019-02-03,loaded_scripts,21510,208096
2019-02-03,modbus,1170095,13312957
2019-02-03,mysql,112048170,934919067
2019-02-03,notice,2253951,14974396
2019-02-03,ntlm,9862018,39011146
2019-02-03,packet_filter,1313,1712
2019-02-03,pe,95486,486641
2019-02-03,radius,265520,1181748
2019-02-03,rdp,39032084,160373393
2019-02-03,reporter,276630,14275987
2019-02-03,rfb,868282,3431275
2019-02-03,sip,232752641,1503066688
2019-02-03,smtp,987061,4250334
2019-02-03,snmp,30451240,106755367
2019-02-03,socks,17440,42582
2019-02-03,software,10449106,63512405
2019-02-03,ssh,321757168,1317171551
2019-02-03,ssl,2412843890,9866106336
2019-02-03,stderr,6365,40122
2019-02-03,stdout,2592,4512
2019-02-03,syslog,134806817,1144999407
2019-02-03,traceroute,151344,714131
2019-02-03,tunnel,176130,628670
2019-02-03,weird,554637294,2111587754
2019-02-03,x509,3592901312,23599930769
2019-02-04,communication,5848773,33358021
2019-02-04,conn,25324945319,79451164837
2019-02-04,dce_rpc,51327101,262298280
2019-02-04,dhcp,69134916,216373906
2019-02-04,dnp3,32455,304945
2019-02-04,dns,2074126285,9457486607
2019-02-04,dpd,2262475,8542882
2019-02-04,files,5955153534,23167043342
2019-02-04,ftp,3740828,26968415
2019-02-04,http,2193423885,7524213499
2019-02-04,irc,8443,28309
2019-02-04,kerberos,43240865,240811361
2019-02-04,loaded_scripts,21507,208096
2019-02-04,modbus,1099574,12245285
2019-02-04,mysql,78929368,623975774
2019-02-04,notice,2778654,18716265
2019-02-04,ntlm,8584539,33483502
2019-02-04,packet_filter,1316,1712
2019-02-04,pe,156486,823611
2019-02-04,radius,659126,3470980
2019-02-04,rdp,31440276,128352368
2019-02-04,reporter,92703,4194682
2019-02-04,rfb,1871786,7269526
2019-02-04,sip,203031149,1291490372
2019-02-04,smtp,1890633,10086920
2019-02-04,snmp,34894217,119486817
2019-02-04,socks,143266,626011
2019-02-04,software,25363876,166621142
2019-02-04,ssh,242716145,1000538068
2019-02-04,ssl,5167145366,19332378007
2019-02-04,stderr,6368,40130
2019-02-04,stdout,2592,4512
2019-02-04,syslog,241496609,1999188822
2019-02-04,traceroute,200462,954165
2019-02-04,tunnel,289965,1272053
2019-02-04,weird,1466887708,6020850018
2019-02-04,x509,6315317588,40854969979
2019-02-05,communication,5858597,33422831
2019-02-05,conn,26435315031,83257439221
2019-02-05,dce_rpc,51820284,261524154
2019-02-05,dhcp,71293861,219646215
2019-02-05,dnp3,32467,306757
2019-02-05,dns,2115197621,9745036408
2019-02-05,dpd,2058422,7846704
2019-02-05,files,5929720067,22989724083
2019-02-05,ftp,3517736,24203778
2019-02-05,http,2233617958,7736296666
2019-02-05,irc,8355,24089
2019-02-05,kerberos,45248219,253354787
2019-02-05,loaded_scripts,21505,208096
2019-02-05,modbus,1095295,12193279
2019-02-05,mysql,71354078,583546791
2019-02-05,notice,2703599,18369987
2019-02-05,ntlm,8335949,32448665
2019-02-05,packet_filter,1315,1712
2019-02-05,pe,166185,876607
2019-02-05,radius,644126,3381994
2019-02-05,rdp,31642810,129298420
2019-02-05,reporter,75631,2615948
2019-02-05,rfb,445788,1739410
2019-02-05,sip,160634269,1019875050
2019-02-05,smtp,1474272,6237058
2019-02-05,snmp,34242088,117953990
2019-02-05,socks,158163,681430
2019-02-05,software,26324491,173134989
2019-02-05,ssh,231849933,966973179
2019-02-05,ssl,5181357745,19279517518
2019-02-05,stderr,7369,45551
2019-02-05,stdout,2916,5076
2019-02-05,syslog,247640915,2066035004
2019-02-05,traceroute,196799,930117
2019-02-05,tunnel,635698,3219806
2019-02-05,weird,1522565385,6256828295
2019-02-05,x509,6314169572,40527138879
2019-02-06,communication,5875471,33466697
2019-02-06,conn,24069346663,74855732575
2019-02-06,dce_rpc,54448727,280617150
2019-02-06,dhcp,70431652,221298193
2019-02-06,dnp3,32186,302818
2019-02-06,dns,1957911045,8834233622
2019-02-06,dpd,1975553,7516250
2019-02-06,files,5777584233,22412868890
2019-02-06,ftp,2595586,17284663
2019-02-06,http,2277675028,7852736789
2019-02-06,irc,5812,14113
2019-02-06,kerberos,42593194,236253718
2019-02-06,loaded_scripts,21510,208096
2019-02-06,modbus,1088617,12091933
2019-02-06,mysql,78549448,626853065
2019-02-06,notice,2914530,19819631
2019-02-06,ntlm,7972936,31104893
2019-02-06,packet_filter,1313,1712
2019-02-06,pe,151525,787427
2019-02-06,radius,644896,3325211
2019-02-06,rdp,29575412,121317267
2019-02-06,reporter,52509,1835806
2019-02-06,rfb,1588407,6233325
2019-02-06,sip,186623758,1205978269
2019-02-06,smtp,1384495,5830901
2019-02-06,snmp,32989472,112762928
2019-02-06,socks,173298,756670
2019-02-06,software,25936591,170878258
2019-02-06,ssh,104663235,493720564
2019-02-06,ssl,5090637585,18985848637
2019-02-06,stderr,6380,40130
2019-02-06,stdout,2592,4512
2019-02-06,syslog,237249142,1911799023
2019-02-06,traceroute,204752,963913
2019-02-06,tunnel,809107,4069554
2019-02-06,weird,1509271948,6233291426
2019-02-06,x509,6113049902,39405318004
2019-02-07,communication,5820470,33352823
2019-02-07,conn,25390248397,79984632668
2019-02-07,dce_rpc,49811506,256576448
2019-02-07,dhcp,66379096,204933440
2019-02-07,dnp3,31403,295673
2019-02-07,dns,2102703671,10859990762
2019-02-07,dpd,1953733,7651277
2019-02-07,files,5180432822,20163349952
2019-02-07,ftp,2171993,14144500
2019-02-07,http,2181918963,7656217623
2019-02-07,irc,6904,19300
2019-02-07,kerberos,42308885,235335301
2019-02-07,loaded_scripts,21511,208096
2019-02-07,modbus,911881,9636218
2019-02-07,mysql,56225632,525577385
2019-02-07,notice,2708240,18411246
2019-02-07,ntlm,7600688,29673666
2019-02-07,packet_filter,1314,1712
2019-02-07,pe,124317,649747
2019-02-07,radius,643207,3259168
2019-02-07,rdp,17066492,71176608
2019-02-07,reporter,50360,1514214
2019-02-07,rfb,745113,2890417
2019-02-07,sip,209280678,1354976391
2019-02-07,smtp,1294774,5598028
2019-02-07,snmp,34439683,118968283
2019-02-07,socks,188813,827735
2019-02-07,software,24237347,158075482
2019-02-07,ssh,97750164,463744078
2019-02-07,ssl,4664060586,17311538928
2019-02-07,stderr,6702,41939
2019-02-07,stdout,2700,4700
2019-02-07,syslog,227124979,1837597335
2019-02-07,traceroute,201103,975273
2019-02-07,tunnel,716977,3257231
2019-02-07,weird,1570200370,6461319917
2019-02-07,x509,5353258483,34664057561
2019-02-08,communication,5827093,33315853
2019-02-08,conn,25972299889,83651598905
2019-02-08,dce_rpc,49154125,247658337
2019-02-08,dhcp,62804772,195553528
2019-02-08,dnp3,31583,299919
2019-02-08,dns,1880915976,8951100693
2019-02-08,dpd,1642739,6155010
2019-02-08,files,4548267995,17570212982
2019-02-08,ftp,4664493,31367687
2019-02-08,http,2018594438,7213745063
2019-02-08,irc,4989,13291
2019-02-08,kerberos,43012667,240647724
2019-02-08,loaded_scripts,21513,208096
2019-02-08,modbus,1080158,11968099
2019-02-08,mysql,73699378,575569352
2019-02-08,notice,2758103,18592680
2019-02-08,ntlm,7900163,30874832
2019-02-08,packet_filter,1314,1712
2019-02-08,pe,127613,662224
2019-02-08,radius,648727,3279008
2019-02-08,rdp,20843031,87573721
2019-02-08,reporter,69981,1861423
2019-02-08,rfb,1020812,3997394
2019-02-08,sip,273889468,1717427669
2019-02-08,smtp,1109364,5060973
2019-02-08,snmp,33128582,113160663
2019-02-08,socks,182044,800019
2019-02-08,software,21699819,140528944
2019-02-08,ssh,69407087,336774060
2019-02-08,ssl,4013789134,14914460063
2019-02-08,stderr,6698,41935
2019-02-08,stdout,2700,4700
2019-02-08,syslog,216800374,1767625847
2019-02-08,traceroute,184653,881984
2019-02-08,tunnel,914628,3537394
2019-02-08,weird,1421711118,5859968567
2019-02-08,x509,4567803337,29578388686
2019-02-09,communication,5730134,33017087
2019-02-09,conn,21590370444,73622587903
2019-02-09,dce_rpc,63488381,328417875
2019-02-09,dhcp,35764564,114086296
2019-02-09,dnp3,33642,329989
2019-02-09,dns,1315558660,6283182557
2019-02-09,dpd,1591392,5960341
2019-02-09,files,3619759848,14046250241
2019-02-09,ftp,4218732,29409938
2019-02-09,http,1489017549,5676545806
2019-02-09,irc,5395,12345
2019-02-09,kerberos,42832187,249522205
2019-02-09,loaded_scripts,21506,208096
2019-02-09,modbus,1164212,13206479
2019-02-09,mysql,98889923,801803134
2019-02-09,notice,2249122,15285594
2019-02-09,ntlm,9591831,37885997
2019-02-09,packet_filter,1308,1712
2019-02-09,pe,92015,446226
2019-02-09,radius,409685,2014053
2019-02-09,rdp,25411829,107224495
2019-02-09,reporter,72885,2410458
2019-02-09,rfb,1834461,7166301
2019-02-09,sip,417104544,2586906361
2019-02-09,smtp,1363350,5761319
2019-02-09,snmp,29979299,104320269
2019-02-09,socks,296628,1480931
2019-02-09,software,11690801,70548886
2019-02-09,ssh,67892530,317635285
2019-02-09,ssl,2476597396,10078059919
2019-02-09,stderr,7033,43740
2019-02-09,stdout,2808,4888
2019-02-09,syslog,141106211,1197932904
2019-02-09,traceroute,162736,798486
2019-02-09,tunnel,929457,3366254
2019-02-09,weird,488281661,1820585622
2019-02-09,x509,3596734099,23479382448
2019-02-10,communication,5671577,32761131
2019-02-10,conn,16772839544,55168598891
2019-02-10,dce_rpc,61687996,319612637
2019-02-10,dhcp,33862184,106886500
2019-02-10,dnp3,33880,330233
2019-02-10,dns,1482737478,6936779287
2019-02-10,dpd,1715590,6390793
2019-02-10,files,3595791982,13844108887
2019-02-10,ftp,4194786,29346138
2019-02-10,http,1386058709,5058710322
2019-02-10,irc,1571,3309
2019-02-10,kerberos,43270593,253004998
2019-02-10,loaded_scripts,21499,208096
2019-02-10,modbus,1164904,13221620
2019-02-10,mysql,108207694,864587633
2019-02-10,notice,2207211,14682991
2019-02-10,ntlm,9722937,38394982
2019-02-10,packet_filter,1307,1712
2019-02-10,pe,94587,479350
2019-02-10,radius,300373,1364677
2019-02-10,rdp,34913838,142383357
2019-02-10,reporter,135931,5819850
2019-02-10,rfb,1382663,5448168
2019-02-10,sip,316352473,2056534847
2019-02-10,smtp,992915,4252883
2019-02-10,snmp,31084392,107714744
2019-02-10,socks,83022,364457
2019-02-10,software,11416275,69424045
2019-02-10,ssh,153906180,693215332
2019-02-10,ssl,2499003971,10154393049
2019-02-10,stderr,6369,40126
2019-02-10,stdout,2592,4512
2019-02-10,syslog,140100048,1184725800
2019-02-10,traceroute,172104,829437
2019-02-10,tunnel,612951,2199255
2019-02-10,weird,520205134,1928323934
2019-02-10,x509,3660476535,23798142062
2019-02-11,communication,5702317,32925401
2019-02-11,conn,20526276966,61465649435
2019-02-11,dce_rpc,48315465,244969974
2019-02-11,dhcp,68267476,213243213
2019-02-11,dnp3,31439,297169
2019-02-11,dns,1913407817,8577009886
2019-02-11,dpd,1992599,7530743
2019-02-11,files,5265602622,20359078136
2019-02-11,ftp,2712962,18247642
2019-02-11,http,2109748690,7201488278
2019-02-11,irc,7326,21000
2019-02-11,kerberos,47455838,264718978
2019-02-11,loaded_scripts,21502,208096
2019-02-11,modbus,1076792,11888331
2019-02-11,mysql,77177638,595950736
2019-02-11,notice,2777250,18590929
2019-02-11,ntlm,8140590,31649632
2019-02-11,packet_filter,1313,1712
2019-02-11,pe,158787,854279
2019-02-11,radius,682700,3564164
2019-02-11,rdp,27061650,108802510
2019-02-11,reporter,31115,620677
2019-02-11,rfb,1388170,5373855
2019-02-11,sip,186486655,1211062243
2019-02-11,smtp,1729549,7155600
2019-02-11,snmp,37587425,127542085
2019-02-11,socks,207357,904863
2019-02-11,software,25639254,167514968
2019-02-11,ssh,99267548,434480152
2019-02-11,ssl,4779414849,17650189815
2019-02-11,stderr,6714,41940
2019-02-11,stdout,2700,4700
2019-02-11,syslog,242335538,1971430717
2019-02-11,traceroute,242813,1140181
2019-02-11,tunnel,626891,2328425
2019-02-11,weird,1584447861,6571228458
2019-02-11,x509,5447581784,35042735096
2019-02-12,communication,5780325,33086822
2019-02-12,conn,21537401815,64498055680
2019-02-12,dce_rpc,44276522,228879070
2019-02-12,dhcp,67295681,207457269
2019-02-12,dnp3,31565,293331
2019-02-12,dns,1904444493,8224723173
2019-02-12,dpd,1873103,7102896
2019-02-12,files,4951592721,19209321287
2019-02-12,ftp,2019514,14184587
2019-02-12,http,2079348287,7101436300
2019-02-12,irc,7434,19895
2019-02-12,kerberos,45729433,253104577
2019-02-12,loaded_scripts,21505,208096
2019-02-12,modbus,1065411,11727818
2019-02-12,mysql,74810817,592144368
2019-02-12,notice,2778593,18572292
2019-02-12,ntlm,7608179,29707246
2019-02-12,packet_filter,1308,1712
2019-02-12,pe,758056,2374646
2019-02-12,radius,612708,3075214
2019-02-12,rdp,22361927,88858822
2019-02-12,reporter,53039,1148606
2019-02-12,rfb,2223307,8683021
2019-02-12,sip,148706238,959209440
2019-02-12,smtp,3796193,15443138
2019-02-12,snmp,34592061,118198144
2019-02-12,socks,426382,1992142
2019-02-12,software,25470916,167281015
2019-02-12,ssh,110963960,492197678
2019-02-12,ssl,4599970076,16915559345
2019-02-12,stderr,7041,43744
2019-02-12,stdout,2808,4888
2019-02-12,syslog,232816604,1874401620
2019-02-12,traceroute,255677,1214954
2019-02-12,tunnel,796598,3157804
2019-02-12,weird,1672157599,6888839447
2019-02-12,x509,5070726489,32616809800
2019-02-13,communication,5733108,32998614
2019-02-13,conn,19909993081,59271421785
2019-02-13,dce_rpc,46419727,237329317
2019-02-13,dhcp,67503615,211770758
2019-02-13,dnp3,31182,288181
2019-02-13,dns,1907281266,8697760698
2019-02-13,dpd,1879164,7307100
2019-02-13,files,4945274508,18983186823
2019-02-13,ftp,664650,4136803
2019-02-13,http,2066060038,7177998843
2019-02-13,irc,4654,11847
2019-02-13,kerberos,43201871,239242409
2019-02-13,loaded_scripts,21507,208096
2019-02-13,modbus,1070332,11824386
2019-02-13,mysql,84064648,655645427
2019-02-13,notice,2977540,19941375
2019-02-13,ntlm,2871825,11464813
2019-02-13,packet_filter,1314,1712
2019-02-13,pe,1013000,3016844
2019-02-13,radius,648439,3294347
2019-02-13,rdp,25218950,100201384
2019-02-13,reporter,59704,1348606
2019-02-13,rfb,1745854,6787247
2019-02-13,sip,208451565,1353693268
2019-02-13,smtp,794982,3309117
2019-02-13,snmp,34756832,118701132
2019-02-13,socks,221175,999074
2019-02-13,software,25641848,168305071
2019-02-13,ssh,140237271,627130948
2019-02-13,ssl,4529755774,16706116999
2019-02-13,stderr,14026,81682
2019-02-13,stdout,5076,8836
2019-02-13,syslog,232568168,1877136283
2019-02-13,traceroute,261453,1243795
2019-02-13,tunnel,792179,3115081
2019-02-13,weird,1571029278,6426056506
2019-02-13,x509,5127603802,32895857533
2019-02-14,communication,5049955,29086665
2019-02-14,conn,18126572406,55157602739
2019-02-14,dce_rpc,44936595,234157481
2019-02-14,dhcp,59115295,194760618
2019-02-14,dnp3,27910,268630
2019-02-14,dns,1871200155,9902745486
2019-02-14,dpd,1750957,6711088
2019-02-14,files,4858523220,19101671967
2019-02-14,ftp,235729,1436209
2019-02-14,http,1870522181,6677783138
2019-02-14,irc,5886,14292
2019-02-14,kerberos,39388094,219078579
2019-02-14,loaded_scripts,18821,182084
2019-02-14,modbus,953020,10626070
2019-02-14,mysql,65199952,542034429
2019-02-14,notice,2582061,17187967
2019-02-14,ntlm,1092196,4314622
2019-02-14,packet_filter,1155,1498
2019-02-14,pe,205724,1184723
2019-02-14,radius,625156,3232516
2019-02-14,rdp,20523231,81677484
2019-02-14,reporter,19620,220735
2019-02-14,rfb,1135826,4423997
2019-02-14,sip,256504103,1666533870
2019-02-14,smtp,808335,3391942
2019-02-14,snmp,30981898,107584342
2019-02-14,socks,129420,561600
2019-02-14,software,22378755,147127532
2019-02-14,ssh,97242237,447189448
2019-02-14,ssl,4209995979,15782583454
2019-02-14,stderr,5577,35115
2019-02-14,stdout,2268,3948
2019-02-14,syslog,207012019,1765300942
2019-02-14,traceroute,209076,963295
2019-02-14,tunnel,768701,3086935
2019-02-14,weird,1224141872,4919831504
2019-02-14,x509,5180829037,33485533744
2019-02-15,communication,5729170,33098581
2019-02-15,conn,18527730183,57116486482
2019-02-15,dce_rpc,56203391,299882321
2019-02-15,dhcp,54705227,169950732
2019-02-15,dnp3,33230,317917
2019-02-15,dns,2026317921,13436220148
2019-02-15,dpd,2116627,7999190
2019-02-15,files,5101848586,20015834307
2019-02-15,ftp,404134,2412073
